MyUnknownColumn,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore
466,female,group E,master's degree,standard,none,75,82,84
90,male,group C,bachelor's degree,standard,none,85,72,74
837,female,group C,some college,standard,completed,91,100,100
63,male,group B,some high school,standard,none,69,59,56
726,male,group D,associate's degree,standard,completed,77,76,73
514,female,group E,high school,standard,none,65,54,51
366,female,group D,some college,standard,completed,69,92,94
235,male,group C,bachelor's degree,free/reduced,none,64,75,72
959,male,group D,associate's degree,standard,none,91,81,77
903,male,group B,associate's degree,standard,completed,70,66,62
155,female,group C,some college,standard,completed,70,89,88
534,female,group E,associate's degree,free/reduced,none,80,96,83
623,male,group C,associate's degree,standard,none,88,84,75
587,male,group C,some high school,free/reduced,completed,49,44,40
89,female,group D,some high school,standard,none,64,74,74
629,female,group B,some high school,standard,none,60,68,71
681,male,group A,master's degree,free/reduced,none,65,61,65
643,male,group D,high school,free/reduced,none,63,57,59
166,female,group A,some college,free/reduced,none,69,84,87
986,female,group D,some college,standard,none,40,45,47
154,female,group D,high school,free/reduced,completed,78,94,94
186,male,group D,associate's degree,standard,completed,75,71,78
354,female,group E,associate's degree,free/reduced,none,81,88,86
373,female,group C,some high school,standard,none,82,85,86
439,male,group D,associate's degree,standard,none,65,58,59
117,male,group E,high school,free/reduced,none,64,65,60
131,male,group D,master's degree,standard,completed,99,94,100
495,male,group B,some high school,free/reduced,completed,58,50,55
846,female,group E,high school,standard,completed,74,76,82
125,female,group B,some college,standard,completed,74,79,79
98,female,group C,some college,free/reduced,none,53,69,63
448,female,group D,associate's degree,free/reduced,none,43,50,48
304,male,group C,some college,standard,completed,87,87,82
474,female,group E,high school,standard,none,83,85,79
392,male,group E,some high school,free/reduced,none,64,54,50
834,female,group C,some high school,standard,completed,63,76,75
228,male,group C,some high school,standard,none,72,74,60
546,female,group B,associate's degree,standard,completed,34,61,60
812,female,group A,some high school,free/reduced,completed,65,67,75
4,female,group B,associate's degree,standard,completed,84,87,88
76,male,group C,high school,free/reduced,none,75,71,67
377,female,group E,bachelor's degree,standard,none,89,97,95
883,female,group C,some college,free/reduced,none,63,73,70
354,female,group E,some high school,standard,none,64,77,68
86,male,group D,high school,free/reduced,none,65,57,49
221,female,group C,some college,standard,none,54,70,70
673,female,group D,bachelor's degree,standard,completed,66,81,84
986,female,group B,some high school,standard,completed,48,53,53
587,female,group C,bachelor's degree,free/reduced,none,44,63,62
390,male,group D,some college,free/reduced,none,68,59,59
343,male,group D,associate's degree,free/reduced,none,62,49,55
613,male,group B,associate's degree,standard,none,63,68,60
517,male,group B,bachelor's degree,free/reduced,completed,86,81,82
16,female,group C,high school,free/reduced,none,65,76,77
256,female,group B,bachelor's degree,standard,completed,68,80,85
754,male,group B,associate's degree,standard,none,85,76,73
751,male,group C,bachelor's degree,standard,none,72,64,63
522,male,group C,some high school,standard,none,35,39,30
137,female,group C,some college,standard,none,48,68,66
558,female,group C,some college,free/reduced,none,48,66,64
398,female,group D,high school,standard,completed,51,54,65
645,female,group B,bachelor's degree,standard,completed,65,81,81
807,female,group E,high school,standard,none,51,57,51
631,female,group C,some high school,standard,completed,54,70,65
755,male,group C,bachelor's degree,standard,none,47,52,50
797,female,group C,master's degree,free/reduced,completed,42,58,60
123,female,group B,associate's degree,standard,none,93,93,95
226,female,group C,some college,standard,none,72,72,71
379,male,group A,some high school,standard,none,57,53,46
612,male,group B,some college,standard,completed,79,81,75
794,female,group C,high school,free/reduced,none,70,82,82
871,female,group A,high school,standard,none,43,57,57
100,male,group D,some college,standard,none,74,74,71
639,male,group D,some high school,standard,none,47,36,41
857,male,group C,associate's degree,standard,completed,83,83,82
892,female,group C,high school,free/reduced,completed,41,50,46
694,male,group D,some college,free/reduced,none,50,54,50
252,female,group D,master's degree,standard,none,71,79,81
253,male,group B,high school,standard,none,36,32,36
476,female,group D,high school,standard,none,34,44,44
437,male,group B,high school,standard,none,71,64,66
530,male,group B,some college,standard,completed,64,63,57
77,male,group A,associate's degree,standard,none,71,63,58
923,female,group B,associate's degree,free/reduced,none,54,65,65
467,male,group C,bachelor's degree,free/reduced,none,73,72,65
926,female,group D,some college,standard,completed,73,80,82
916,female,group C,some college,standard,completed,79,86,87
167,male,group D,master's degree,standard,none,72,70,72
143,male,group D,master's degree,free/reduced,none,72,69,65
667,male,group D,associate's degree,standard,none,56,40,50
148,female,group D,associate's degree,standard,none,57,55,57
950,female,group D,some college,free/reduced,completed,39,49,58
810,female,group D,some college,standard,none,71,68,71
212,female,group C,high school,standard,none,77,79,83
213,male,group B,some high school,free/reduced,none,49,45,41
311,female,group E,bachelor's degree,standard,none,92,94,91
595,male,group B,associate's degree,standard,none,70,64,62
922,female,group D,some high school,standard,none,83,96,88
631,female,group B,some college,free/reduced,none,37,42,43
97,female,group C,master's degree,free/reduced,completed,84,92,93
260,female,group B,bachelor's degree,free/reduced,none,49,70,60
162,female,group D,some high school,free/reduced,none,73,68,73
310,male,group E,high school,free/reduced,none,53,56,46
439,female,group A,associate's degree,standard,completed,87,94,94
232,male,group C,associate's degree,free/reduced,none,75,73,67
186,female,group B,associate's degree,standard,completed,70,90,85
283,female,group E,some college,standard,completed,77,85,90
612,male,group C,bachelor's degree,standard,completed,94,90,91
763,male,group D,some college,standard,none,86,81,79
669,male,group D,high school,standard,none,64,53,52
736,male,group B,some high school,standard,none,75,63,59
124,female,group B,some college,free/reduced,completed,48,58,61
222,female,group C,associate's degree,standard,completed,84,99,100
653,male,group C,some high school,standard,completed,67,59,60
142,female,group C,some college,standard,completed,75,96,92
899,male,group B,high school,standard,none,71,65,61
16,female,group B,high school,free/reduced,none,43,46,46
282,female,group D,bachelor's degree,free/reduced,none,73,79,84
258,female,group B,some college,standard,none,70,75,78
169,male,group C,bachelor's degree,free/reduced,completed,72,85,85
112,female,group B,associate's degree,standard,none,90,99,99
954,male,group C,associate's degree,standard,none,83,80,81
353,female,group D,bachelor's degree,free/reduced,none,74,89,93
807,male,group B,associate's degree,free/reduced,none,50,52,53
588,female,group D,bachelor's degree,standard,completed,69,79,83
64,male,group D,high school,standard,completed,72,58,66
998,female,group E,some college,standard,completed,54,57,61
976,female,group D,some college,standard,none,68,73,71
597,male,group D,high school,free/reduced,completed,37,42,40
235,female,group C,some college,standard,none,45,52,49
288,female,group A,master's degree,standard,none,69,68,73
643,female,group E,associate's degree,standard,none,74,75,67
116,male,group C,associate's degree,standard,none,63,56,51
208,female,group B,some college,free/reduced,none,51,65,62
556,male,group E,master's degree,standard,none,100,88,96
734,female,group C,master's degree,free/reduced,completed,88,97,100
955,female,group D,some college,standard,completed,58,60,62
303,female,group E,some college,standard,none,82,93,91
450,male,group B,associate's degree,free/reduced,completed,52,52,51
981,male,group D,bachelor's degree,standard,completed,59,58,64
475,female,group D,bachelor's degree,standard,completed,71,76,83
81,female,group D,some high school,standard,none,57,56,62
703,male,group C,some college,standard,none,76,69,60
492,male,group B,some high school,free/reduced,completed,36,33,38
434,male,group B,bachelor's degree,free/reduced,none,89,78,81
555,female,group D,associate's degree,free/reduced,none,53,62,65
877,male,group B,bachelor's degree,free/reduced,none,73,82,69
562,male,group D,high school,free/reduced,completed,64,76,71
565,female,group C,some college,free/reduced,none,60,72,75
950,male,group C,some college,standard,completed,61,64,63
335,female,group B,some high school,standard,none,64,79,72
665,male,group C,some college,free/reduced,none,66,62,61
61,male,group E,bachelor's degree,free/reduced,none,46,39,37
426,female,group E,bachelor's degree,free/reduced,none,65,74,75
794,female,group E,some high school,standard,completed,95,100,100
247,female,group E,some high school,standard,none,63,67,69
88,female,group E,high school,standard,none,80,85,80
860,female,group D,associate's degree,standard,none,91,96,100
900,male,group C,high school,standard,none,92,77,81
230,female,group D,some college,standard,none,83,90,91
517,female,group E,some high school,free/reduced,none,46,55,58
641,female,group E,some college,standard,none,96,95,93
453,female,group C,associate's degree,standard,none,72,62,74
379,female,group D,associate's degree,free/reduced,none,68,75,77
444,male,group C,some high school,standard,completed,73,67,71
532,female,group C,high school,standard,none,64,77,73
222,female,group B,associate's degree,standard,none,84,84,85
413,male,group B,some college,standard,completed,68,70,72
623,male,group C,some high school,standard,none,71,73,64
847,female,group C,bachelor's degree,standard,completed,80,92,94
154,male,group B,some college,standard,completed,82,76,76
834,male,group B,associate's degree,standard,completed,90,81,86
781,female,group B,master's degree,standard,none,77,90,84
26,female,group B,associate's degree,standard,none,83,84,84
262,female,group E,high school,standard,completed,74,90,87
35,female,group E,master's degree,standard,none,98,89,93
543,male,group B,bachelor's degree,standard,completed,86,90,89
790,female,group C,associate's degree,standard,none,52,59,61
245,female,group D,associate's degree,free/reduced,none,62,67,69
327,male,group E,some college,standard,none,83,77,70
413,female,group B,associate's degree,standard,none,54,66,65
679,female,group B,bachelor's degree,free/reduced,completed,68,74,83
844,male,group B,master's degree,free/reduced,completed,72,67,67
318,female,group D,associate's degree,standard,completed,68,77,83
67,male,group B,some high school,standard,none,57,49,44
850,male,group C,some college,free/reduced,none,69,62,63
352,male,group D,bachelor's degree,standard,completed,87,83,87
147,male,group D,associate's degree,standard,none,70,64,61
728,female,group D,associate's degree,standard,completed,77,89,91
106,female,group B,associate's degree,standard,none,55,66,65
105,male,group A,high school,free/reduced,none,55,51,47
675,female,group C,high school,free/reduced,none,33,33,31
978,male,group C,bachelor's degree,free/reduced,completed,81,86,87
719,female,group D,bachelor's degree,standard,none,63,75,75
792,female,group A,some high school,free/reduced,completed,67,84,75
574,female,group B,high school,free/reduced,completed,68,68,73
757,male,group C,associate's degree,standard,none,64,60,57
997,female,group C,some high school,free/reduced,none,62,67,71
793,male,group A,associate's degree,standard,none,62,60,57
463,female,group C,bachelor's degree,standard,completed,63,70,73
97,female,group E,some college,standard,completed,63,72,70
579,female,group A,high school,free/reduced,completed,65,77,80
142,male,group C,some high school,standard,completed,79,82,75
442,male,group D,associate's degree,free/reduced,none,83,86,84
439,male,group E,high school,free/reduced,none,68,64,55
48,female,group D,some high school,standard,none,61,62,65
214,female,group B,high school,standard,none,63,77,66
266,female,group C,some high school,standard,completed,75,82,84
655,male,group C,some high school,standard,none,66,61,57
900,male,group C,some college,standard,completed,64,64,67
468,female,group A,associate's degree,standard,none,92,91,90
28,female,group E,master's degree,standard,none,89,87,85
634,male,group B,high school,standard,none,83,80,78
178,female,group C,some college,standard,none,78,78,79
530,male,group C,high school,standard,none,63,55,55
923,male,group D,high school,standard,none,68,61,60
154,female,group C,associate's degree,standard,none,94,93,87
592,female,group C,high school,free/reduced,none,58,59,59
607,male,group D,some college,free/reduced,none,61,73,69
692,female,group C,some college,standard,none,52,61,61
189,female,group B,associate's degree,free/reduced,none,57,63,57
553,male,group E,associate's degree,standard,none,83,81,79
572,female,group C,some college,standard,none,53,62,56
924,female,group D,some college,standard,none,91,100,95
547,male,group E,some high school,standard,none,74,66,58
596,female,group C,high school,standard,none,84,91,82
597,male,group A,some high school,standard,none,53,54,48
443,female,group E,some college,free/reduced,completed,47,56,60
222,male,group B,some college,standard,completed,49,34,45
116,female,group A,some high school,standard,none,60,71,70
487,male,group A,associate's degree,standard,none,60,68,67
375,female,group C,some high school,standard,completed,58,70,71
325,female,group B,some college,free/reduced,completed,66,82,85
780,female,group E,bachelor's degree,standard,none,100,97,100
136,male,group B,associate's degree,standard,none,73,65,62
477,female,group C,some college,free/reduced,none,54,64,62
10,male,group B,bachelor's degree,free/reduced,none,77,75,72
556,female,group E,high school,standard,none,49,50,54
188,male,group D,high school,standard,completed,66,57,65
453,female,group B,some college,standard,none,49,69,68
402,male,group C,high school,standard,none,77,68,70
716,female,group B,some high school,standard,none,68,79,74
754,female,group C,some college,standard,completed,89,100,100
212,female,group D,high school,standard,none,80,85,81
787,female,group C,some high school,free/reduced,none,56,69,67
882,female,group D,some high school,standard,completed,70,80,84
809,male,group E,high school,standard,none,95,81,78
447,female,group A,high school,free/reduced,none,59,71,70
868,male,group E,high school,free/reduced,completed,76,68,68
257,female,group C,high school,free/reduced,none,65,72,76
512,male,group C,associate's degree,free/reduced,completed,88,88,83
171,male,group A,bachelor's degree,standard,none,77,71,68
992,male,group D,high school,standard,none,61,62,57
439,male,group E,some high school,free/reduced,completed,81,78,83
683,male,group B,high school,standard,none,78,76,66
179,female,group B,associate's degree,standard,none,58,53,59
90,male,group C,some college,standard,completed,58,56,56
159,female,group D,some college,standard,none,88,100,100
171,male,group C,some college,standard,completed,83,78,79
655,male,group D,some high school,standard,none,72,75,72
962,male,group E,high school,free/reduced,completed,71,78,73
857,female,group B,high school,standard,none,74,88,85
298,female,group C,associate's degree,free/reduced,completed,52,61,70
260,female,group C,some college,free/reduced,none,67,69,74
307,female,group C,some high school,standard,completed,80,88,91
876,male,group C,bachelor's degree,standard,completed,87,76,81
617,female,group C,associate's degree,standard,none,82,87,78
986,female,group C,some college,free/reduced,none,41,58,52
748,female,group D,associate's degree,standard,completed,67,63,72
376,female,group E,some college,standard,none,58,60,57
817,male,group C,associate's degree,standard,completed,72,73,71
918,male,group E,some college,free/reduced,completed,55,54,54
647,female,group C,some high school,standard,none,59,65,64
567,female,group B,master's degree,free/reduced,none,62,72,69
361,male,group C,some high school,free/reduced,completed,50,50,53
76,male,group B,associate's degree,standard,none,79,83,79
245,female,group D,master's degree,standard,completed,90,97,100
75,female,group D,some college,standard,none,56,63,61
204,male,group C,some college,standard,none,59,41,42
931,female,group B,bachelor's degree,free/reduced,completed,65,64,70
878,female,group C,master's degree,free/reduced,completed,70,87,89
15,female,group C,master's degree,free/reduced,none,45,56,60
407,female,group C,some high school,standard,completed,70,73,77
129,male,group D,associate's degree,standard,completed,95,91,93
500,male,group B,some high school,free/reduced,none,51,48,40
828,female,group E,some college,free/reduced,completed,73,81,77
975,male,group D,associate's degree,standard,none,69,65,60
162,male,group B,master's degree,free/reduced,none,49,53,52
9,female,group A,bachelor's degree,standard,none,60,66,65
142,female,group D,some college,standard,none,68,85,79
601,female,group E,associate's degree,standard,none,59,65,62
19,female,group D,master's degree,standard,none,82,80,87
723,male,group E,some college,free/reduced,completed,96,84,88
111,male,group E,associate's degree,standard,none,65,55,48
431,male,group B,some college,free/reduced,completed,80,85,80
351,male,group C,associate's degree,standard,none,87,75,79
460,female,group B,some college,free/reduced,completed,71,83,87
908,female,group D,some high school,standard,none,75,62,69
54,female,group D,some college,standard,none,81,89,85
651,male,group B,associate's degree,free/reduced,none,49,43,45
744,male,group D,some high school,standard,none,88,79,81
771,male,group D,high school,standard,none,68,67,66
290,female,group B,high school,free/reduced,none,73,84,83
563,male,group D,some high school,free/reduced,completed,68,71,71
218,male,group B,associate's degree,standard,completed,98,88,93
184,male,group D,some college,free/reduced,none,55,49,47
569,female,group C,high school,free/reduced,none,40,56,54
99,male,group C,bachelor's degree,free/reduced,none,48,43,44
902,female,group D,some college,standard,none,69,85,83
390,female,group B,some high school,free/reduced,none,47,65,58
844,male,group E,associate's degree,free/reduced,completed,74,71,75
45,male,group E,associate's degree,standard,completed,77,68,69
960,female,group D,high school,free/reduced,none,78,91,87
66,male,group A,associate's degree,free/reduced,completed,39,45,42
165,female,group C,some high school,standard,none,31,43,37
869,female,group D,high school,standard,none,52,62,54
469,male,group B,some college,standard,none,84,88,83
35,female,group C,master's degree,free/reduced,none,55,76,69
642,female,group B,some high school,standard,none,64,73,66
989,male,group B,bachelor's degree,standard,none,71,70,69
531,female,group D,some college,standard,none,78,100,94
526,female,group D,bachelor's degree,free/reduced,none,70,80,81
99,female,group D,high school,standard,completed,55,71,65
242,female,group A,high school,standard,none,29,35,32
407,male,group C,some high school,standard,none,54,55,44
36,male,group D,high school,standard,completed,84,75,78
834,female,group D,some college,free/reduced,none,51,50,57
28,female,group E,associate's degree,standard,none,66,69,72
367,female,group B,some college,standard,completed,79,100,97
958,male,group C,master's degree,free/reduced,completed,68,80,76
492,female,group C,some college,free/reduced,completed,37,43,48
139,female,group C,some college,standard,completed,80,90,99
415,male,group C,high school,free/reduced,completed,79,90,82
804,male,group C,bachelor's degree,standard,completed,93,93,87
467,female,group C,associate's degree,standard,none,61,69,61
762,male,group B,bachelor's degree,standard,none,90,94,86
420,female,group C,associate's degree,free/reduced,none,49,56,56
123,female,group D,high school,standard,none,52,64,63
9,female,group D,some high school,standard,completed,72,79,83
872,male,group B,bachelor's degree,free/reduced,none,73,78,75
161,female,group B,bachelor's degree,free/reduced,completed,54,81,84
100,male,group D,bachelor's degree,standard,none,73,70,69
367,male,group B,some college,standard,none,79,80,80
319,male,group C,some high school,free/reduced,none,56,54,52
192,female,group C,associate's degree,standard,none,42,59,54
72,male,group D,some high school,free/reduced,none,77,78,76
477,male,group D,bachelor's degree,free/reduced,none,70,64,62
962,female,group E,high school,standard,none,46,50,49
557,female,group C,some college,standard,none,62,69,71
329,male,group A,bachelor's degree,standard,none,79,73,68
887,male,group E,high school,standard,none,100,87,86
690,female,group A,some college,standard,none,51,60,56
643,female,group D,associate's degree,standard,none,90,86,96
734,female,group E,some college,standard,completed,84,91,86
216,female,group D,master's degree,free/reduced,completed,50,55,64
525,male,group C,master's degree,standard,none,79,79,76
677,female,group D,bachelor's degree,standard,completed,72,78,91
283,male,group A,some college,standard,completed,84,71,76
551,female,group E,master's degree,standard,completed,95,100,100
310,male,group B,bachelor's degree,standard,none,73,68,69
514,male,group E,bachelor's degree,standard,none,78,65,63
74,male,group C,some college,free/reduced,completed,71,73,69
799,female,group D,some college,free/reduced,completed,77,89,93
19,male,group C,high school,standard,completed,81,78,80
283,female,group B,associate's degree,standard,none,64,76,79
559,male,group C,associate's degree,standard,none,82,70,71
562,male,group D,high school,standard,completed,75,73,72
294,male,group B,high school,standard,none,53,50,47
341,female,group B,high school,standard,none,51,62,59
641,female,group E,some college,standard,completed,60,68,73
652,male,group D,some high school,standard,none,59,58,54
830,female,group A,some college,free/reduced,none,61,60,57
169,female,group A,high school,standard,none,54,58,53
768,female,group D,master's degree,free/reduced,none,54,71,75
41,male,group B,some high school,free/reduced,none,46,45,42
276,female,group C,some college,standard,none,57,59,66
484,male,group D,associate's degree,free/reduced,none,62,69,54
141,male,group D,bachelor's degree,standard,none,81,75,78
980,female,group E,some high school,standard,none,47,50,50
305,female,group D,master's degree,standard,completed,67,79,79
160,male,group C,some high school,standard,none,89,87,86
369,male,group C,some college,standard,none,85,89,84
220,male,group E,associate's degree,free/reduced,none,46,39,40
99,female,group C,associate's degree,free/reduced,none,51,50,57
105,male,group B,some high school,standard,none,91,77,75
998,male,group B,some college,free/reduced,none,49,44,41
541,male,group D,associate's degree,free/reduced,completed,79,82,80
368,female,group D,master's degree,standard,none,78,78,87
161,male,group A,some college,standard,none,60,47,39
761,female,group C,associate's degree,free/reduced,none,69,91,80
938,male,group D,bachelor's degree,standard,none,69,70,68
969,female,group A,some college,free/reduced,none,53,72,63
396,male,group B,associate's degree,standard,none,90,87,78
143,male,group A,some college,free/reduced,completed,75,74,74
208,male,group C,high school,standard,none,81,68,70
306,male,group A,some college,standard,none,88,81,79
87,male,group C,high school,standard,completed,92,94,89
126,male,group A,associate's degree,standard,none,63,62,51
901,male,group D,associate's degree,standard,none,100,92,87
824,female,group D,master's degree,standard,none,62,80,78
58,female,group C,associate's degree,standard,none,80,77,77
966,male,group B,high school,standard,none,82,78,78
667,male,group C,high school,standard,completed,42,45,45
433,female,group C,associate's degree,free/reduced,none,45,62,56
984,male,group B,bachelor's degree,standard,none,100,87,83
197,female,group D,associate's degree,standard,completed,75,73,82
184,male,group D,some college,standard,completed,74,75,83
593,male,group E,some college,standard,completed,92,74,85
853,female,group C,bachelor's degree,free/reduced,completed,52,62,72
567,female,group E,associate's degree,free/reduced,none,57,59,56
873,female,group C,some college,free/reduced,none,49,53,53
677,male,group B,high school,standard,none,95,75,73
557,male,group D,bachelor's degree,standard,completed,71,71,71
48,male,group D,high school,free/reduced,completed,66,68,70
80,male,group D,some college,standard,none,69,55,60
907,female,group C,bachelor's degree,standard,none,75,77,72
940,female,group E,high school,standard,none,85,87,80
623,female,group C,master's degree,standard,completed,63,82,82
314,male,group C,some high school,free/reduced,none,37,45,41
522,male,group C,high school,standard,none,72,61,59
24,female,group B,some college,standard,completed,51,62,57
183,male,group B,some high school,standard,completed,63,68,61
404,male,group C,associate's degree,free/reduced,none,68,67,62
944,female,group C,high school,standard,none,68,73,64
968,female,group D,high school,free/reduced,completed,64,73,76
918,female,group D,some high school,free/reduced,none,52,69,63
716,male,group C,associate's degree,free/reduced,none,59,58,51
13,male,group C,some college,free/reduced,none,71,58,64
958,female,group B,some college,standard,none,73,90,83
444,female,group C,some high school,standard,none,70,63,63
279,female,group C,high school,free/reduced,none,51,64,57
263,female,group B,associate's degree,standard,completed,62,76,81
640,male,group B,high school,free/reduced,none,77,72,67
182,male,group D,high school,standard,none,58,59,55
196,female,group B,some high school,free/reduced,none,58,66,59
628,female,group D,bachelor's degree,standard,none,65,68,66
975,female,group B,bachelor's degree,standard,none,84,98,95
150,male,group C,associate's degree,free/reduced,none,50,57,48
750,female,group C,high school,free/reduced,none,37,55,54
122,male,group D,high school,free/reduced,none,62,65,60
515,female,group B,some college,free/reduced,none,63,72,71
779,female,group E,associate's degree,standard,none,78,86,87
682,male,group D,some college,standard,none,56,52,50
163,male,group A,some high school,standard,none,39,42,34
470,male,group A,some high school,free/reduced,completed,45,51,50
149,male,group E,master's degree,free/reduced,none,88,82,79
637,male,group D,associate's degree,free/reduced,completed,83,86,86
28,male,group D,some college,standard,none,70,56,54
23,female,group A,bachelor's degree,standard,none,55,63,67
541,male,group C,associate's degree,standard,none,70,66,60
113,female,group B,some high school,free/reduced,none,44,49,47
12,male,group E,some college,standard,none,96,73,65
910,female,group D,some college,standard,none,80,100,98
129,male,group D,bachelor's degree,standard,none,87,82,85
179,female,group C,high school,free/reduced,completed,70,93,97
520,female,group B,some college,free/reduced,completed,57,69,68
20,female,group C,bachelor's degree,standard,none,60,69,70
511,female,group E,associate's degree,standard,none,67,61,66
73,female,group B,associate's degree,free/reduced,none,70,85,80
144,female,group C,some college,standard,none,50,50,52
162,male,group C,high school,standard,none,88,86,86
384,female,group B,high school,standard,none,56,69,69
754,female,group C,high school,standard,none,43,52,53
121,male,group B,associate's degree,standard,completed,84,86,85
652,female,group C,some college,free/reduced,none,64,64,61
469,male,group B,associate's degree,free/reduced,completed,55,62,56
974,male,group B,some college,standard,none,77,69,69
428,male,group D,associate's degree,standard,none,71,71,65
86,male,group B,bachelor's degree,standard,completed,100,90,90
524,female,group B,some college,standard,completed,93,100,100
812,female,group C,some college,standard,completed,70,78,82
647,male,group B,high school,standard,none,79,84,76
93,female,group C,some high school,standard,completed,78,85,77
814,male,group D,some high school,standard,none,76,86,81
0,female,group E,associate's degree,standard,none,79,85,76
35,male,group B,bachelor's degree,standard,none,95,84,79
941,female,group B,master's degree,free/reduced,completed,58,80,75
8,male,group C,associate's degree,free/reduced,none,78,74,70
119,female,group C,bachelor's degree,standard,completed,84,100,100
575,female,group D,high school,standard,none,74,82,80
855,female,group D,bachelor's degree,standard,completed,80,91,90
734,male,group C,high school,free/reduced,none,41,41,37
950,female,group B,associate's degree,free/reduced,none,73,83,76
592,male,group D,some college,free/reduced,none,68,76,70
862,male,group D,high school,standard,none,79,70,72
324,male,group C,associate's degree,standard,completed,85,80,75
892,female,group D,high school,standard,none,47,54,62
540,male,group E,associate's degree,standard,completed,100,97,100
271,male,group C,associate's degree,free/reduced,completed,33,39,36
942,female,group C,some college,standard,completed,65,69,78
985,male,group C,some college,standard,none,88,84,84
507,male,group A,high school,standard,none,71,67,66
582,female,group B,some college,standard,none,52,66,63
165,female,group D,some college,free/reduced,completed,47,57,60
937,male,group B,associate's degree,standard,none,71,48,46
747,female,group B,some college,free/reduced,completed,44,67,62
609,male,group A,some high school,standard,none,56,60,58
376,female,group E,high school,standard,completed,100,100,100
725,female,group B,some college,standard,none,63,76,72
330,male,group A,bachelor's degree,standard,none,78,81,78
761,female,group C,some college,standard,none,57,68,62
564,female,group E,some college,standard,completed,64,56,67
279,male,group B,some high school,free/reduced,none,65,54,53
731,male,group C,bachelor's degree,standard,none,92,80,85
465,male,group B,high school,free/reduced,none,51,46,42
89,female,group C,some college,free/reduced,none,35,47,52
327,female,group C,associate's degree,free/reduced,completed,53,63,69
932,female,group E,some college,standard,none,54,68,65
500,male,group C,some high school,standard,completed,58,57,55
98,female,group C,bachelor's degree,standard,completed,75,88,89
167,male,group C,high school,standard,none,65,71,65
112,female,group C,bachelor's degree,standard,none,58,77,73
566,male,group C,some college,standard,completed,63,61,59
131,female,group E,associate's degree,free/reduced,none,75,88,80
76,male,group C,bachelor's degree,standard,none,80,71,69
237,female,group E,bachelor's degree,standard,none,74,76,81
597,male,group D,some college,standard,completed,60,63,65
822,male,group D,master's degree,standard,completed,82,81,85
205,male,group D,some high school,standard,none,62,54,48
881,female,group B,some college,standard,none,78,88,79
489,male,group D,high school,standard,none,62,57,56
424,male,group D,some college,free/reduced,completed,49,57,58
997,female,group A,some high school,standard,none,67,82,77
657,female,group C,master's degree,standard,none,77,96,93
144,female,group C,some college,standard,none,71,74,64
966,male,group C,some high school,standard,none,63,55,53
131,male,group B,bachelor's degree,standard,completed,75,82,75
529,male,group C,bachelor's degree,standard,completed,91,88,94
295,male,group D,associate's degree,standard,none,65,59,57
93,male,group B,master's degree,free/reduced,none,72,69,56
574,female,group D,associate's degree,standard,completed,79,86,91
194,female,group C,some high school,standard,none,67,69,68
694,female,group B,high school,standard,none,83,88,90
307,female,group E,associate's degree,standard,none,79,78,73
236,male,group E,some college,standard,completed,87,80,83
80,male,group C,some high school,standard,none,55,41,43
886,male,group A,bachelor's degree,free/reduced,none,76,72,70
785,male,group C,some college,free/reduced,none,49,35,34
741,female,group C,some high school,free/reduced,none,56,63,58
85,female,group C,some college,free/reduced,none,49,63,63
904,female,group D,some college,standard,none,77,86,91
646,male,group B,high school,standard,completed,66,53,57
322,female,group C,bachelor's degree,free/reduced,completed,67,89,82
625,male,group D,some college,free/reduced,none,60,74,70
679,male,group A,high school,standard,none,59,58,57
685,female,group E,master's degree,standard,completed,94,99,100
491,female,group D,associate's degree,free/reduced,none,68,77,81
515,female,group C,some college,free/reduced,none,61,60,68
371,female,group B,master's degree,free/reduced,none,30,52,48
465,female,group B,some high school,standard,completed,54,72,77
339,female,group B,some college,standard,none,50,57,58
951,male,group D,bachelor's degree,standard,none,84,81,87
157,male,group C,associate's degree,standard,none,48,43,38
478,male,group D,some college,free/reduced,completed,71,82,79
850,male,group C,master's degree,standard,none,80,56,61
497,female,group D,associate's degree,standard,none,93,97,100
962,male,group E,associate's degree,free/reduced,none,76,70,68
592,male,group A,some college,standard,none,50,49,49
357,female,group C,high school,standard,none,44,55,54
295,male,group C,some college,standard,none,71,63,65
87,female,group D,some college,standard,completed,55,68,67
176,female,group B,some college,standard,none,85,95,88
767,female,group E,some college,free/reduced,none,50,64,60
179,male,group D,high school,standard,none,84,73,74
144,female,group E,associate's degree,standard,completed,68,81,83
15,female,group E,some high school,standard,completed,86,91,92
342,female,group A,some college,free/reduced,completed,66,82,78
313,female,group D,some college,free/reduced,none,58,69,68
990,male,group E,bachelor's degree,free/reduced,none,76,83,76
772,female,group B,master's degree,standard,none,92,96,98
324,male,group C,associate's degree,standard,completed,96,94,96
954,female,group C,associate's degree,standard,completed,65,79,80
780,female,group D,associate's degree,free/reduced,none,46,56,57
282,female,group B,master's degree,standard,none,66,66,70
270,female,group B,associate's degree,free/reduced,none,45,51,43
175,female,group A,associate's degree,standard,none,67,76,71
994,male,group C,some college,standard,none,83,79,71
479,female,group E,bachelor's degree,standard,none,100,95,98
292,female,group C,some college,free/reduced,none,52,60,61
199,male,group C,high school,free/reduced,none,42,38,36
168,female,group B,bachelor's degree,standard,completed,70,83,84
187,male,group D,some college,standard,completed,96,96,93
